1,东城,东单路口,西向东,牌照识别,建国门内大街,崇文门内大街
2,东城,东单路口,东向西,牌照识别,东长安街,东单北大街
3,东城,东单路口,南向北,牌照识别,东单北大街,东长安街
4,东城,东单路口,北向南,牌照识别,崇文门内大街,建国门内大街
5,东城,沙滩路口,南向北,牌照识别,五四大街,北河沿大街
6,东城,沙滩路口,北向南,牌照识别,北河沿大街,五四大街
7,东城,景西街南口,西向东,牌照识别,景山前街,
8,东城,景西街南口,东向西,牌照识别,景山前街,
9,东城,安定门桥南,北向南,牌照识别,安定门内大街,
10,东城,安定门桥南,南向北,牌照识别,安定门内大街,
11,东城,雍和宫桥南,南向北,牌照识别,雍和宫大街,
12,东城,雍和宫桥南,北向南,牌照识别,雍和宫大街,
13,东城,小街桥南,北向南,牌照识别,东直门北小街,
14,东城,小街桥南,南向北,牌照识别,东直门北小街,
15,东城,民安街东直门中学东,西向东,牌照识别,民安街,
16,东城,民安街东直门中学东,东向西,牌照识别,民安街,
17,东城,东直门内大街花家怡园东,西向东,牌照识别,东直门内大街,
18,东城,东直门内大街花家怡园东,东向西,牌照识别,东直门内大街,
19,东城,海运仓胡同东口,东向西,牌照识别,海运仓胡同,
20,东城,海运仓胡同东口,西向东,牌照识别,海运仓胡同,
21,东城,东四十条桥西天桥,东向西,牌照识别,东四十条大街,
22,东城,东四十条桥西天桥,西向东,牌照识别,东四十条大街,
23,东城,南门仓胡同东口,东向西,牌照识别,南门仓胡同,
24,东城,南门仓胡同东口,西向东,牌照识别,南门仓胡同,
25,东城,仓南胡同东口,西向东,牌照识别,仓南胡同,
26,东城,仓南胡同东口,东向西,牌照识别,仓南胡同,
27,东城,朝阳门桥西,东向西,牌照识别,朝阳门内大街,
28,东城,朝阳门桥西,西向东,牌照识别,朝阳门内大街,
29,东城,金宝街北总布胡同口东,西向东,牌照识别,金宝街,
30,东城,金宝街北总布胡同口东,东向西,牌照识别,金宝街,
31,东城,北京站东街东口,西向东,牌照识别,北京站东街,
32,东城,北京站东街东口,东向西,牌照识别,北京站东街,
33,东城,金宝街西口,西向东,牌照识别,金宝街,
34,东城,金宝街西口,东向西,牌照识别,金宝街,
35,东城,东四路口,西向东,牌照识别,朝阳门内大街,东四南大街
36,东城,东四路口,东向西,牌照识别,东四西大街,东四南大街
37,东城,东四路口,南向北,牌照识别,东四北大街,东四西大街
38,东城,东四路口,北向南,牌照识别,东四南大街,朝阳门内大街
39,东城,美术馆路口,西向东,牌照识别,五四大街,美术馆东街
40,东城,美术馆路口,东向西,牌照识别,王府井大街,王府井大街
41,东城,美术馆路口,南向北,牌照识别,美术馆东街,王府井大街
42,东城,美术馆路口,北向南,牌照识别,王府井大街,五四大街
43,东城,景山东街南口,北向南,牌照识别,景山东街,
44,东城,南池子路口,南向北,牌照识别,南池子大街,
45,东城,南河沿路口,东向西,牌照识别,东长安街,南河沿大街
46,东城,南河沿路口,西向东,牌照识别,东长安街,正义路
47,东城,南河沿路口,北向南,牌照识别,南河沿大街,东长安街
48,东城,南河沿路口,南向北,牌照识别,正义路,东长安街
49,东城,北池子大街北口,北向南,牌照识别,北池子大街,
50,东城,王府井路口,西向东,牌照识别,东长安街,王府井大街
51,东城,王府井路口,东向西,牌照识别,东长安街,台基厂大街
52,西城,官园桥东天桥,东向西,牌照识别,平安大街,
53,西城,官园桥东天桥,西向东,牌照识别,平安大街,
54,西城,西直门内大街西口,东向西,牌照识别,西直门南大街,
55,西城,西直门内大街西口,西向东,牌照识别,西直门南大街,
56,西城,积水潭桥南,北向南,牌照识别,新街口北大街,
57,西城,积水潭桥南,南向北,牌照识别,新街口北大街,
58,西城,德胜门桥南棠花胡同南,北向南,牌照识别,德胜门内大街,
59,西城,德胜门桥南棠花胡同南,南向北,牌照识别,德胜门内大街,
60,西城,闹市口,东向西,牌照识别,长安街,
61,西城,闹市口,西向东,牌照识别,长安街,
62,西城,月坛南桥东,西向东,牌照识别,广宁伯街,
63,西城,月坛南桥东,东向西,牌照识别,广宁伯街,
64,西城,月坛北桥下,西向东,牌照识别,武定侯街,
65,西城,月坛北桥下,东向西,牌照识别,武定侯街,
66,西城,阜成门桥东,西向东,牌照识别,阜成门内大街,
67,西城,阜成门桥东,东向西,牌照识别,阜成门内大街,
68,西城,南长街北口,西向东,牌照识别,景山前街,文津街
69,西城,南长街北口,东向西,牌照识别,文津街,北长街
70,西城,南长街北口,北向南,牌照识别,北长街,景山前街
71,西城,府右街北口,西向东,牌照识别,文津街,西安门
72,西城,府右街北口,东向西,牌照识别,西安门,府右街
73,西城,府右街北口,北向南,牌照识别,府右街,文津街
74,西城,西什库大街,南向北,牌照识别,西什库大街,
75,西城,西什库大街,北向南,牌照识别,西什库大街,
76,西城,西皇城根路口,北向南,牌照识别,西皇城根南大街,西安门大街
77,西城,西皇城根路口,南向北,牌照识别,西皇城根北大街,西安门大街
78,西城,灵境胡同西口,西向东,牌照识别,灵境胡同,西单北大街
79,西城,灵境胡同西口,东向西,牌照识别,辟才胡同,西单北大街
80,西城,灵境胡同西口,南向北,牌照识别,西单北大街,辟才胡同
81,西城,灵境胡同西口,北向南,牌照识别,西单北大街,灵境胡同
82,西城,西单路口,西向东,牌照识别,西长安街,复兴门内大街
83,西城,西单路口,东向西,牌照识别,复兴门内大街,西单北大街
84,西城,西单路口,南向北,牌照识别,西单北大街,宣武门内大街
85,西城,西单路口,北向南,牌照识别,宣武门内大街,西长安街
86,西城,西绒线胡同西口,西向东,牌照识别,西绒线胡同,新文化街
87,西城,西绒线胡同西口,东向西,牌照识别,新文化街,西绒线胡同
88,西城,西长安街府右街南口,西向东,牌照识别,西长安街,府右街
89,西城,西长安街府右街南口,东向西,牌照识别,西长安街,北新华街
90,西城,西长安街府右街南口,南向北,牌照识别,府右街,西长安街
91,西城,西长安街府右街南口,北向南,牌照识别,北新华街,西长安街
92,西城,鼓楼西大街西口,西向东,牌照识别,鼓楼西大街,
93,西城,鼓楼西大街西口,东向西,牌照识别,鼓楼西大街,
94,西城,鼓楼桥南,北向南,牌照识别,旧鼓楼大街,
95,西城,鼓楼桥南,南向北,牌照识别,旧鼓楼大街,
96,西城,西四路口,东向西,牌照识别,西四东大街,西四南大街
97,西城,西四路口,西向东,牌照识别,阜成门内大街,西四北大街
98,西城,西四路口,南向北,牌照识别,西四北大街,西四东大街
99,西城,西四路口,北向南,牌照识别,西四南大街,阜成门内大街
100,西城,复兴门桥下,内环方向,牌照识别,西二环,
101,西城,复兴门桥下,外环方向,牌照识别,西二环,
102,西城,西直门桥东,内环方向,牌照识别,北二环,
103,西城,西直门桥东,外环方向,牌照识别,北二环,
104,崇文,永定门桥北天坛医院口,南向北,牌照识别,永定门内大街,
105,崇文,永定门桥北天坛医院口,北向南,牌照识别,永定门内大街,
106,崇文,长安街北京站北口,东向西,牌照识别,长安街,北京站街
107,崇文,长安街北京站北口,西向东,牌照识别,长安街,北京站街
108,崇文,东便门桥西,东向西,牌照识别,崇文门东大街,
109,崇文,东便门桥西,西向东,牌照识别,崇文门东大街,
110,崇文,广渠门桥西,东向西,牌照识别,广渠门内大街,
111,崇文,广渠门桥西,西向东,牌照识别,广渠门内大街,
112,崇文,光明桥西,东向西,牌照识别,光明路,
113,崇文,光明桥西,西向东,牌照识别,光明路,
114,崇文,左安门环岛北,北向南,牌照识别,左安门内大街,
115,崇文,左安门环岛北,南向北,牌照识别,左安门内大街,
116,崇文,玉蜓桥北过街天桥,南向北,牌照识别,天坛东路,
117,崇文,玉蜓桥北过街天桥,北向南,牌照识别,天坛东路,
118,崇文,祁年大街路口,北向南,牌照识别,珠市口东大街,祁年大街
119,崇文,祁年大街路口,南向北,牌照识别,珠市口东大街,祁年大街
120,崇文,祁年大街路口,东向西,牌照识别,祁年大街,珠市口东大街
121,崇文,祁年大街路口,西向东,牌照识别,祁年大街,珠市口东大街
